customer_id,age,gender,region,signup_date,subscription_type,contract_length,payment_method,monthly_charges,support_tickets_count,NPS_score,last_active_date,churn_label,churn_date,tenure_months,total_charges,tenure_bucket
e2b76f2c-6f5a-45b4-8220-94faf1abaebc,57,Male,South,2023-10-14,Standard,One year,Credit card,68.09,1,1,2024-08-12,1,2024-11-10,22,1497.98,13-24m
bc41fcec-2aea-4466-9c40-8d9ee7ef473f,28,Male,South,2024-11-17,Premium,Month-to-month,Bank transfer,67.94,2,1,2024-02-27,1,2024-05-27,9,611.46,7-12m
eaf89301-cecf-4c52-a381-3e578ece1bfb,39,Male,East,2024-08-28,Standard,Month-to-month,Bank transfer,95.16,2,5,2023-12-06,1,2024-03-05,12,1141.92,7-12m
15fb3c65-bfc0-4ee6-9c0f-1c7caa574a3a,47,Male,West,2024-06-07,Basic,Month-to-month,Credit card,62.79,1,6,2025-07-06,0,,14,879.06,13-24m
0c876f91-355f-4715-b4df-f5a69c816c89,53,Male,East,2023-07-17,Premium,One year,Credit card,58.79,0,1,2025-04-17,1,2025-07-16,25,1469.75,25-36m
f8308a93-e2e1-4427-85ff-418c9653c6d6,58,Male,West,2025-03-09,Standard,Two year,Credit card,110.38,2,6,2025-08-22,0,,5,551.9,0-6m
1152b4b1-014f-4796-b24c-ffb8a4a19523,19,Female,South,2025-02-08,Basic,Month-to-month,Credit card,83.19,2,5,2025-05-12,1,2025-08-10,6,499.14,0-6m
eacc96d3-d778-407d-b80a-79e65220fa6a,27,Female,South,2024-06-01,Standard,Month-to-month,Credit card,141.36,2,2,2023-09-03,1,2023-12-02,15,2120.4,13-24m
420a1a3d-482e-4355-b0f8-c549a325e37b,30,Male,North,2023-05-26,Basic,Month-to-month,Credit card,65.52,1,9,2023-10-09,1,2024-01-07,27,1769.04,25-36m
1191c03b-5a5f-4730-bdee-eff84c66c450,22,Male,West,2023-05-16,Standard,Month-to-month,PayPal,110.25,0,7,2025-08-22,0,,27,2976.75,25-36m
545f3e7c-c22a-44bf-879e-6a817ab8eded,41,Male,East,2024-02-04,Basic,One year,Credit card,81.28,2,7,2025-03-31,1,2025-06-29,18,1463.04,13-24m
bb9ea04e-c0e1-4f3c-a33c-96007dbe7f41,39,Male,West,2025-05-02,Basic,Month-to-month,PayPal,108.61,2,8,2025-07-16,0,,4,434.44,0-6m
2982ccc1-9619-40e7-80ff-813c41dc1d90,32,Male,East,2022-10-31,Premium,Month-to-month,Credit card,63.15,0,3,2025-06-21,0,,34,2147.1,25-36m
be0c9d43-8364-4199-9cbc-728f5ff3054a,38,Male,North,2023-11-29,Basic,Month-to-month,PayPal,65.13,4,1,2025-07-20,0,,21,1367.73,13-24m
5ec14c2b-25b1-4b46-b858-752bea69fed9,50,Male,South,2023-10-16,Basic,Month-to-month,Bank transfer,105.14,3,10,2025-07-06,0,,22,2313.08,13-24m
d3ad873c-c9ab-4246-80ad-7e1aaa5590e9,36,Female,East,2022-12-11,Standard,Month-to-month,PayPal,56.31,1,6,2025-07-10,0,,32,1801.92,25-36m
48777737-e442-4100-8aa6-41a0ae8d2297,61,Male,West,2023-02-01,Standard,One year,Bank transfer,68.34,3,8,2023-10-16,1,2024-01-14,30,2050.2000000000003,25-36m
e17380c0-2fa5-4194-9058-642e30539b76,44,Female,East,2024-03-24,Standard,One year,Bank transfer,88.86,1,4,2024-02-11,1,2024-05-11,17,1510.62,13-24m
0e054af4-898e-4306-a841-e6d27d82d64f,49,Female,North,2023-11-14,Standard,Two year,Credit card,72.79,2,4,2024-12-24,1,2025-03-24,21,1528.5900000000001,13-24m
30e3bb8c-7729-42d6-b437-5fc146bf110a,63,Female,East,2025-03-16,Standard,Two year,Credit card,22.15,1,2,2025-06-24,0,,5,110.75,0-6m
7cb9eee5-3670-4a2c-bbdc-3d6537a5eece,49,Female,South,2025-02-19,Basic,One year,Bank transfer,72.16,5,10,2025-07-25,0,,6,432.96,0-6m
693ef4af-f159-471b-ae60-88e785cb326d,40,Male,South,2023-12-14,Basic,One year,Credit card,71.38,3,2,2025-02-27,1,2025-05-28,20,1427.6,13-24m
d9ac6580-e9ef-460d-ad6c-57b92023c5fb,59,Male,South,2023-07-03,Standard,One year,Credit card,60.2,0,10,2025-06-21,0,,25,1505.0,25-36m
a857b259-11a0-466c-ae2f-0e6cf2ef5506,41,Male,North,2024-08-30,Premium,One year,Bank transfer,-0.01,2,4,2025-06-30,0,,12,-0.12,7-12m
ac53d691-b67a-4b4c-853c-039e6812a435,20,Female,South,2025-02-20,Standard,Month-to-month,PayPal,49.55,0,5,2025-08-19,0,,6,297.29999999999995,0-6m
4ddbb9e1-5e90-4cbf-a818-c761a467b945,32,Female,North,2023-01-17,Basic,One year,Credit card,101.52,3,9,2025-08-08,0,,31,3147.12,25-36m
202804c8-7d3b-4b95-bb78-ae6992272aea,20,Male,West,2023-12-31,Premium,Month-to-month,Bank transfer,68.21,1,10,2025-07-30,0,,20,1364.1999999999998,13-24m
afb830c7-eb7a-4e31-b49a-b768e55b549d,31,Female,East,2023-07-06,Premium,Month-to-month,PayPal,64.84,1,4,2025-06-27,0,,25,1621.0,25-36m
942b89b9-7200-4e12-87c8-a9d953b6175c,64,Female,South,2023-08-21,Basic,Month-to-month,Credit card,72.5,2,2,2025-06-06,0,,24,1740.0,13-24m
9260a004-b835-4ac4-9825-6e9ef86c340c,41,Male,West,2023-08-05,Premium,Month-to-month,Bank transfer,95.84,2,7,2024-11-07,1,2025-02-05,24,2300.16,13-24m
b3d22596-ee6b-4726-913c-fe8170c9b8a4,64,Female,North,2024-10-21,Standard,Two year,Bank transfer,133.99,0,10,2023-09-27,1,2023-12-26,10,1339.9,7-12m
2c708ee0-85fa-4037-9066-7b8fc837924e,57,Male,North,2023-11-27,Premium,Month-to-month,PayPal,46.92,0,10,2025-07-13,0,,21,985.32,13-24m
96baec49-15f9-4fb8-9447-7439b6f847ba,57,Female,South,2023-04-28,Basic,Month-to-month,PayPal,65.55,1,6,2025-08-20,0,,28,1835.3999999999999,25-36m
431aa678-e01e-44c3-b7d3-5b8dd8e69c6d,65,Male,South,2025-04-07,Basic,Month-to-month,PayPal,132.95,1,3,2025-08-10,0,,4,531.8,0-6m
98ea2801-e762-49f1-a7a0-bf432f1d0e98,58,Female,South,2023-08-28,Basic,Month-to-month,Bank transfer,75.69,2,5,2025-06-12,0,,24,1816.56,13-24m
364b4b0a-07e1-404d-91dc-c43fd844cd6e,41,Female,South,2022-12-29,Basic,Month-to-month,Credit card,89.94,4,9,2025-08-14,0,,32,2878.08,25-36m
20b9527d-3900-4cc5-9e45-629ef1f6b096,52,Female,South,2024-06-19,Basic,Two year,Credit card,70.61,1,9,2023-10-12,1,2024-01-10,14,988.54,13-24m
577ec34a-53e7-4bb6-9c16-90234b8b2991,28,Female,East,2024-01-14,Premium,Month-to-month,PayPal,134.35,2,1,2025-06-09,0,,19,2552.65,13-24m
cc4429ba-4ebc-4166-9c8e-96030e165b82,28,Female,West,2025-05-28,Basic,Month-to-month,Bank transfer,77.48,0,6,2025-06-26,0,,3,232.44,0-6m
edad2c0b-8518-46c2-ad80-ee41ca85e30a,68,Female,North,2024-12-18,Basic,One year,PayPal,36.95,0,6,2025-08-28,0,,8,295.6,7-12m
b7b2b4b6-cf14-4399-b5a5-42719bfde215,44,Male,South,2024-04-05,Standard,Month-to-month,PayPal,89.63,3,6,2025-07-16,0,,16,1434.08,13-24m
621cd20e-55e0-428b-a0dc-70411ebef6a2,37,Female,North,2025-02-10,Basic,Month-to-month,Credit card,37.25,0,4,2025-06-22,0,,6,223.5,0-6m
9b9448f5-5254-4e7e-95b9-f5dfc840d3dc,64,Female,East,2024-02-18,Basic,Month-to-month,Bank transfer,68.58,1,2,2025-07-02,0,,18,1234.44,13-24m
3d579599-05e6-40ea-9f8b-8b98c2754d81,18,Male,East,2025-06-08,Premium,Month-to-month,Credit card,36.32,1,6,2025-08-13,0,,2,72.64,0-6m
328d0786-aaf4-4996-9ef8-9d7ca0feab62,65,Female,South,2025-05-30,Standard,Month-to-month,Credit card,85.7,0,3,2024-11-07,1,2025-02-05,3,257.1,0-6m
456dda0e-2b4e-40e2-bd7c-bd8298e1b31b,28,Female,South,2023-03-24,Basic,One year,PayPal,79.58,0,9,2025-06-15,0,,29,2307.82,25-36m
05299b6d-92b9-44b0-ae8e-13a629fae6f8,37,Female,North,2023-07-03,Standard,Month-to-month,Credit card,70.48,0,2,2025-06-21,0,,25,1762.0,25-36m
8d75e687-b21d-42f6-818e-a1e742d5df33,39,Female,North,2024-10-21,Standard,Month-to-month,Credit card,56.56,0,9,2024-07-14,1,2024-10-12,10,565.6,7-12m
1f2aaf79-b75e-4fa2-a454-b181bf49b124,44,Male,South,2024-04-30,Standard,One year,Bank transfer,92.83,0,6,2025-08-29,0,,16,1485.28,13-24m
3bd2f55c-b052-472e-8abf-4555424c1c4c,22,Male,East,2023-08-20,Standard,Month-to-month,Bank transfer,74.71,1,9,2025-06-12,0,,24,1793.04,13-24m
2c0e7a9d-004e-481f-9726-d9da7bf35722,61,Female,South,2022-10-20,Basic,Month-to-month,Bank transfer,54.53,0,7,2025-08-28,0,,34,1854.02,25-36m
523b9b02-a38c-440c-8f53-f19fc3858577,23,Male,East,2023-07-18,Premium,Month-to-month,PayPal,73.54,6,5,2025-02-24,1,2025-05-25,25,1838.5000000000002,25-36m
13a9fc20-ca46-40ac-939e-e4ec6f8ad541,31,Female,East,2023-12-02,Basic,Two year,Bank transfer,79.56,2,1,2025-05-05,1,2025-08-03,20,1591.2,13-24m
f7acea77-fe09-4547-9a8d-9bbaaeeeade8,45,Male,East,2024-10-26,Standard,Month-to-month,PayPal,54.06,1,5,2025-08-16,0,,10,540.6,7-12m
55dc5cf3-ee30-47d9-9321-5b9a083b90fd,25,Female,West,2024-07-22,Basic,One year,Credit card,124.29,1,5,2025-08-15,0,,13,1615.77,13-24m
068dac68-f8a2-45b3-a741-c7b6ddc93ef7,25,Female,West,2023-07-30,Premium,Month-to-month,PayPal,44.46,2,1,2025-08-08,0,,25,1111.5,25-36m
b4295b21-6716-4220-bd80-6dfb9dbdedd6,37,Female,East,2023-10-16,Basic,Month-to-month,Credit card,47.09,2,1,2025-07-07,0,,22,1035.98,13-24m
f159ba88-6814-46e6-9e18-065733f9d678,32,Female,East,2023-12-01,Basic,One year,Credit card,93.19,1,4,2025-07-26,0,,21,1956.99,13-24m
b11dd59f-1d4c-4d99-8f84-6926943d535a,48,Female,West,2024-11-04,Standard,Two year,Credit card,76.64,2,2,2024-11-01,1,2025-01-30,9,689.76,7-12m
e3e4437c-7027-4673-8e8c-a4356e746ef5,30,Male,North,2024-01-26,Basic,Month-to-month,Credit card,58.77,1,1,2024-04-30,1,2024-07-29,19,1116.63,13-24m
12ba4933-c8fa-4b5b-82d3-ed6fb8ae7c4a,67,Male,North,2023-06-24,Standard,Month-to-month,PayPal,59.83,1,1,2025-08-08,0,,26,1555.58,25-36m
5c2ae078-c12e-40c6-ab96-3dfd195fc1ab,59,Female,North,2023-02-03,Premium,Month-to-month,PayPal,97.4,1,9,2025-06-04,0,,30,2922.0,25-36m
99c197bd-0fea-43be-b72e-980b29d167e3,35,Male,East,2023-11-27,Premium,One year,Credit card,70.24,1,2,2025-07-30,0,,21,1475.04,13-24m
74175127-47ea-49fd-b2fe-3aa95540be77,48,Female,North,2024-09-10,Standard,Two year,Bank transfer,55.83,1,4,2024-07-19,1,2024-10-17,11,614.13,7-12m
52e613b5-bfc9-4e71-843a-c65b8677aea7,29,Male,South,2023-09-14,Premium,Month-to-month,PayPal,75.57,3,7,2025-01-03,1,2025-04-03,23,1738.11,13-24m
d941931a-29b8-4ada-9218-211c4e63e3b0,29,Male,South,2022-10-06,Basic,Month-to-month,Bank transfer,52.61,1,8,2025-06-22,0,,34,1788.74,25-36m
bdcfa1a4-a226-48cd-920e-eed43eee439b,42,Male,South,2023-07-15,Basic,Two year,Bank transfer,21.22,3,5,2024-11-04,1,2025-02-02,25,530.5,25-36m
b462f2af-a536-4e0f-a381-7b3432ba89d1,60,Male,West,2025-05-15,Basic,Two year,Credit card,21.9,2,2,2024-03-29,1,2024-06-27,3,65.69999999999999,0-6m
6eb55e75-6644-4c72-b756-f95b433ce647,25,Female,West,2023-04-14,Standard,Month-to-month,PayPal,73.03,2,7,2025-07-19,0,,28,2044.8400000000001,25-36m
5c5375ad-1d80-4469-b74e-8473eb9636a1,37,Male,East,2022-10-22,Premium,Month-to-month,Credit card,60.04,3,3,2025-08-04,0,,34,2041.36,25-36m
d4a9ba0d-0be8-4825-8eb6-804234cf6682,26,Female,East,2023-10-21,Basic,Month-to-month,Bank transfer,103.83,2,7,2023-12-25,1,2024-03-24,22,2284.2599999999998,13-24m
3fdedf68-bceb-4eaf-a4ee-24c56c6eb88e,33,Female,South,2022-12-05,Basic,Month-to-month,Credit card,96.23,4,1,2025-06-11,0,,32,3079.36,25-36m
6afb0d0d-d78e-4065-9ddc-696c73fc4e6b,30,Male,North,2025-02-23,Basic,Month-to-month,Credit card,138.37,4,3,2024-03-22,1,2024-06-20,6,830.22,0-6m
b50ee9b8-baf1-46a3-87c4-b3bef59e1bc8,42,Male,South,2024-08-24,Premium,Month-to-month,Bank transfer,103.75,1,6,2024-09-12,1,2024-12-11,12,1245.0,7-12m
8c7b7938-0cbf-449d-95ba-f3045fcd0b37,66,Female,West,2022-10-27,Basic,Month-to-month,Bank transfer,55.42,0,3,2025-05-30,1,2025-08-28,34,1884.28,25-36m
a0b98444-d1de-4ba6-94a5-f1982e0a4151,51,Male,North,2023-12-30,Standard,Month-to-month,Credit card,130.83,2,9,2025-07-22,0,,20,2616.6000000000004,13-24m
93c49b0f-ed2d-420a-8560-33eeb4a96a69,38,Male,North,2025-03-22,Basic,Month-to-month,Credit card,95.81,0,3,2025-08-25,0,,5,479.05,0-6m
d461d9e9-8ea6-449c-b445-3b33f7d8090c,22,Male,West,2023-08-01,Basic,Month-to-month,Bank transfer,59.6,1,6,2024-10-15,1,2025-01-13,25,1490.0,25-36m
23a444c4-70e9-459d-a878-2bc425f5258f,55,Male,West,2023-01-19,Basic,Month-to-month,Credit card,35.9,2,5,2024-01-19,1,2024-04-18,31,1112.8999999999999,25-36m
198af524-4cd6-4562-aa1e-5dfd2dc325cc,55,Male,East,2023-03-30,Basic,Month-to-month,Credit card,45.64,3,3,2025-01-07,1,2025-04-07,29,1323.56,25-36m
ff74563b-693b-4f2f-867b-3fdbe259c6e7,21,Female,South,2023-08-06,Basic,Month-to-month,Credit card,143.93,1,5,2025-07-13,0,,24,3454.32,13-24m
c9351036-eb85-4d80-a23f-562dd6859ff1,58,Male,South,2025-03-08,Premium,One year,Credit card,106.22,3,1,2025-06-23,0,,5,531.1,0-6m
aa955834-74b2-4625-919e-6357b25502fc,49,Female,South,2024-02-07,Basic,One year,PayPal,97.88,3,3,2025-01-05,1,2025-04-05,18,1761.84,13-24m
20221422-3a07-4c1b-820a-179332f45e7b,46,Male,North,2022-10-16,Premium,Month-to-month,Credit card,138.85,1,5,2025-07-05,0,,34,4720.9,25-36m
301f3d6f-8b18-4dbd-a8ec-319f81ba7fa2,63,Male,North,2023-04-28,Premium,Month-to-month,PayPal,70.21,0,2,2025-08-18,0,,28,1965.8799999999999,25-36m
03ec9f06-1611-408c-b766-476161f1d44f,34,Male,East,2022-10-02,Premium,Month-to-month,PayPal,83.64,2,7,2025-07-07,0,,34,2843.76,25-36m
87bd2045-f66c-4acc-89c9-a8181acb3828,56,Male,East,2025-02-27,Standard,One year,Credit card,77.77,4,2,2025-07-01,0,,6,466.62,0-6m
a61aa924-b11e-44c4-8d66-6a659d48ac90,68,Female,South,2023-04-01,Standard,Two year,PayPal,55.58,1,10,2025-06-14,0,,29,1611.82,25-36m
6184e1c0-789d-4437-98fb-50c40064eb6d,39,Male,South,2024-07-13,Basic,One year,Credit card,73.08,1,7,2025-08-17,0,,13,950.04,13-24m
afa8ef85-a9fb-49da-81f7-b1bc4ea1284b,62,Male,West,2024-11-06,Basic,Month-to-month,PayPal,102.39,2,2,2023-09-29,1,2023-12-28,9,921.51,7-12m
db3b79d6-1c03-467a-a64e-c3a577fa79d2,53,Female,East,2023-04-05,Standard,One year,Bank transfer,99.33,5,2,2024-12-19,1,2025-03-19,28,2781.24,25-36m
defc56ea-2b33-496f-94d0-6944c33ba6ad,55,Male,West,2022-10-16,Basic,One year,Bank transfer,59.34,2,4,2025-07-01,0,,34,2017.5600000000002,25-36m
1a108b4e-e95e-4838-97f3-73ca7571ee6a,33,Male,East,2023-04-18,Basic,One year,PayPal,52.79,0,1,2025-07-31,0,,28,1478.12,25-36m
d028266e-2e1f-43e5-acde-5df65991a80a,59,Male,North,2024-06-29,Basic,Two year,Bank transfer,105.6,5,8,2025-06-25,0,,14,1478.3999999999999,13-24m
1aa7cfec-028d-4334-90d9-9064b2f27836,68,Male,West,2023-02-20,Basic,Two year,PayPal,57.83,3,3,2025-07-03,0,,30,1734.8999999999999,25-36m
96f63b9a-da0f-40d5-8a07-b72a63cf9a89,46,Male,West,2024-08-11,Basic,Month-to-month,Credit card,88.92,3,6,2025-06-10,0,,12,1067.04,7-12m
f82eb8f1-db1f-40e0-b0b7-f98c592fbab2,47,Female,North,2023-04-11,Basic,One year,Credit card,78.98,1,6,2025-07-20,0,,28,2211.44,25-36m
2e398d89-8ebf-415e-ab77-19a4f944b7ca,52,Female,South,2023-12-07,Standard,Month-to-month,PayPal,71.74,0,3,2025-08-08,0,,20,1434.8,13-24m
40987ce9-9de5-41ad-8bcf-7c3b2d62ed7a,64,Male,West,2024-12-01,Standard,Month-to-month,Credit card,56.98,1,6,2025-08-26,0,,9,512.8199999999999,7-12m
188a3944-c26e-4f2a-9437-b04c618cc852,22,Female,North,2024-08-17,Basic,Month-to-month,Credit card,124.78,1,7,2025-08-24,0,,12,1497.3600000000001,7-12m
da542d3b-1103-454f-9796-7a321419eaa9,41,Male,West,2024-10-17,Premium,Month-to-month,Credit card,51.06,3,10,2025-08-25,0,,10,510.6,7-12m
b36d3a3f-d8f6-4b0a-8daa-c84aa885d69d,52,Female,South,2024-02-09,Premium,Month-to-month,Bank transfer,70.49,1,3,2025-07-08,0,,18,1268.82,13-24m
dc25e0c5-a5a3-4790-81c9-72254bb32c40,53,Female,North,2023-07-11,Standard,Two year,Bank transfer,74.56,2,9,2024-05-25,1,2024-08-23,25,1864.0,25-36m
f0aee5bc-e81e-4f9c-bc3b-085f60cbdf2e,64,Male,North,2022-10-10,Basic,Month-to-month,Bank transfer,36.39,1,1,2025-02-02,1,2025-05-03,34,1237.26,25-36m
47bd4100-2adc-4cbb-b4c2-7e30e209ed5c,55,Male,East,2023-10-01,Basic,Month-to-month,Bank transfer,94.54,0,7,2025-07-02,0,,23,2174.42,13-24m
3b59f62b-0781-4476-80bc-835c054ab8c6,28,Female,South,2022-11-22,Basic,Month-to-month,Credit card,50.25,0,4,2025-07-13,0,,33,1658.25,25-36m
c25c0886-0ba8-4e64-906e-a3ec6ade68f7,50,Female,West,2024-11-11,Basic,Two year,PayPal,98.58,1,1,2024-10-08,1,2025-01-06,9,887.22,7-12m
5c905ec7-8942-45d4-94a3-6c6905d5427b,20,Female,West,2023-11-05,Standard,Month-to-month,Bank transfer,73.52,4,7,2025-06-26,0,,21,1543.9199999999998,13-24m
ccf8efb5-173f-4333-adc6-fd639c3bde02,37,Female,East,2024-03-29,Basic,Two year,Credit card,63.77,1,1,2025-07-27,0,,17,1084.0900000000001,13-24m
9651de9a-267d-45ab-8a01-6d8c2cb8cf7e,64,Male,East,2024-03-07,Standard,Two year,Credit card,83.76,0,5,2025-06-08,0,,17,1423.92,13-24m
89a7afbf-b888-4def-8a34-99c73e9ec824,48,Female,West,2023-04-11,Basic,Two year,Credit card,67.17,2,10,2025-08-06,0,,28,1880.76,25-36m
ada81cf9-6875-4009-8fc3-34c4313cdee4,64,Female,West,2023-11-30,Standard,Two year,Bank transfer,116.08,1,9,2025-06-09,0,,21,2437.68,13-24m
e490ea66-984f-4299-bd5b-f2ef9a858325,32,Male,South,2022-09-29,Basic,One year,Credit card,45.18,3,5,2025-07-24,0,,35,1581.3,25-36m
a16e7b06-9c99-4876-a79b-cfd61f0fc371,55,Female,West,2024-08-14,Basic,Month-to-month,Bank transfer,78.7,2,10,2025-07-23,0,,12,944.4000000000001,7-12m
fb776602-605e-4a1c-9c15-a95fb0360304,56,Female,South,2022-11-08,Standard,Month-to-month,Bank transfer,108.38,1,1,2025-08-24,0,,33,3576.54,25-36m
3b35198e-9ed8-4226-9e33-0e6ab97238d2,47,Female,East,2024-10-22,Basic,Month-to-month,Credit card,60.82,0,2,2024-03-13,1,2024-06-11,10,608.2,7-12m
6c0e6861-7c35-4c10-be5a-b38715bc640a,46,Female,North,2023-02-03,Premium,Month-to-month,Bank transfer,106.71,0,9,2025-07-20,0,,30,3201.2999999999997,25-36m
8fd043df-4fa8-4e88-9e36-69c56372c2e2,58,Male,West,2024-12-17,Basic,Month-to-month,PayPal,38.69,1,2,2025-06-08,0,,8,309.52,7-12m
28691c9c-3db8-4895-a8de-c2bd54ae9cee,43,Female,North,2022-10-04,Premium,One year,Credit card,109.57,3,9,2025-08-16,0,,34,3725.3799999999997,25-36m
ba3d37bc-30d1-4728-8abc-17802c077dd9,48,Female,North,2024-03-10,Standard,Month-to-month,Bank transfer,80.73,1,3,2025-08-01,0,,17,1372.41,13-24m
cdca2694-b719-4941-b4b1-c22ae23266b7,64,Male,North,2023-04-12,Premium,Two year,Credit card,86.96,1,10,2024-11-28,1,2025-02-26,28,2434.8799999999997,25-36m
924a1d5e-a0f7-40af-9c78-68f0d5bfcbc4,61,Female,West,2024-08-22,Standard,Month-to-month,Credit card,49.78,2,10,2025-07-26,0,,12,597.36,7-12m
ff6d8eab-db14-4ff7-85b5-6318f2e3fd3c,43,Male,South,2024-02-18,Premium,One year,Bank transfer,28.82,5,9,2025-07-12,0,,18,518.76,13-24m
52af4c57-8285-4ded-9149-e59dfd6cb4eb,67,Male,North,2024-04-24,Standard,Month-to-month,Credit card,35.92,3,3,2025-07-05,0,,16,574.72,13-24m
52042e0c-d458-446a-8251-6e18b5fa1d79,33,Male,West,2022-12-24,Standard,Month-to-month,Bank transfer,100.05,2,9,2025-07-17,0,,32,3201.6,25-36m
da9c7fa6-b2cb-4ed3-8270-d1d516bf929c,56,Female,South,2024-05-21,Basic,Month-to-month,Bank transfer,92.44,0,4,2025-06-16,0,,15,1386.6,13-24m
